Link	Class	Ingredients
http://www.bbc.co.uk/food/recipes/petitpoisalafrancais_87344	V	
http://www.bbc.co.uk/food/recipes/specialfriedrice_4852	N	
http://www.bbc.co.uk/food/recipes/chocolatefudgeicing_83804	V	
http://www.bbc.co.uk/food/recipes/kingprawnsinswahilis_67439	N	
http://www.bbc.co.uk/food/recipes/toffeeapplecrumble_87427	V	100ml/3½fl oz water 225g/8oz granulated sugar 30ml/1fl oz golden syrup 30g/1oz unsalted butter 450g/1lb cooking apples peeled cored and sliced into wedges 450g/1lb eating apples peeled cored and sliced into wedges150g/5oz plain flour 100g/3½oz unsalted butter 100g/3½oz demerara sugar6 free-range egg yolks 75g/2½oz caster sugar 600ml/1 pint 1½fl oz whole milk 1 vanilla pod seeds only
http://www.bbc.co.uk/food/recipes/berkswell_toasty_pudding_03447	N	
http://www.bbc.co.uk/food/recipes/peaandmintsoup_89420	N	
http://www.bbc.co.uk/food/recipes/freshpeaandmintsoup_88416	V	
http://www.bbc.co.uk/food/recipes/cherrytomatogarlican_90109	V	
http://www.bbc.co.uk/food/recipes/tandoori_king_prawns_53087	N	1 tsp garam masala ½ tsp ground cinnamon 1 tsp chilli powder 1 tsp ground cumin 2 garliccloves crushed 5cm/2in piece fresh ginger finely grated 200ml/7fl oz plain yoghurt 500g/1lb 2oz large tiger prawns peeled and de-veined tails left on 2 lemons cut in half50g/1¾oz butter 1 red onion finely chopped 2 garliccloves finely chopped 1 tsp ground cumin 1 red chilli finely chopped 3 ripe tomatoes roughly chopped 200ml/7fl oz double cream 5cm/2in piece fresh ginger peeled roughly chopped 2 tbsp roughly chopped fresh corianderleaves salt and freshly ground black pepper
http://www.bbc.co.uk/food/recipes/frenchonionsoupwithc_79449	V	2 slices bread 1 tsp olive oil 25g/1oz cheddarcheese grated 1 tsp Dijon mustard salt and freshly ground black pepper50g/1¾oz unsalted butter 1 large onion finely sliced 100ml/3½fl oz red wine 300ml/10fl oz hot beef stock (vegetarians can substitute with vegetable stock) salt and freshly ground black pepper
http://www.bbc.co.uk/food/recipes/beanandtomatotortill_85375	V	200g/7oz tinned kidney beans rinsed and drained 200g/7oz tinned plumtomatoes drained 2 tbsp tomato ketchup 1 spring onion finely chopped salt and freshly ground black pepper 2 ready-made tortilla wraps handful fresh coriander roughly chopped few drops Tabascosauce ½ avocado peeled sliced6 tbsp Greek yoghurt 1 garlicclove crushed 2 tbsp tinned kidney beans rinsed and drained ½ avocado peeled ½ lemon juice only pinch chilli powder salt and freshly ground black pepper
http://www.bbc.co.uk/food/recipes/panettonewithflambee_87750	V	
http://www.bbc.co.uk/food/recipes/hotspicedcider_72957	V	
http://www.bbc.co.uk/food/recipes/baked_cheesecake_with_97326	V	
http://www.bbc.co.uk/food/recipes/razor_clam_leek_and_43512	N	
http://www.bbc.co.uk/food/recipes/slow_cooker_chilli_con_13029	N	
http://www.bbc.co.uk/food/recipes/gorgonzolaparmahaman_86217	N	
http://www.bbc.co.uk/food/recipes/lambkabobmashwiwiths_79721	N	700g/1lb10oz finely ground lamb mince 1 onion very finely chopped 2 tsp chopped fresh marjoramor oregano or 1 tsp good quality dried 2 tbsp chopped fresh mint ½ tsp chilli powder pinch ground cardamom Maldon sea salt and freshly ground black pepper2 tbsp extra virgin olive oil 5 tbsp thick Greek yoghurt 2 tbsp tahini (sesame seed paste) 1 tbsp fresh lemon juice I garlicclove crushed 2 tbsp chopped fresh coriander500g/1lb 2oz plain flour ½tsp sugar 1 tsp fine sea salt 2 tsp dried oregano 2 tsp chilliflakes 1 packet dried yeast 250ml/8fl oz tepid water 1 tbsp olive oilFresh mintleaves 1 small red onion finely sliced and soaked in lemon juice 8 wooden skewers pre-soaked in water
http://www.bbc.co.uk/food/recipes/tielle_setoise_42164	N	250g/9oz cold unsalted butter cubed and left to soften slightly 500g/1lb 2oz good quality plain flour 2 tsp salt 2 free-range eggs yolks only 100ml/3½fl oz ice-cold water2 fennelbulbs thinly sliced ½ bunch fresh mint leaves picked 1 lemon zest and juice 3 tbsp olive oil1 small squid(500g/1lb 2oz) cleaned tentacles reserved and squidsliced into thin rings ½ celerystalk sliced 2 small onions finely chopped 3 garliccloves finely chopped 40ml/1½fl oz olive oil 75ml/2½fl oz dry white wine 500g/1lb 2oz tomatoes blanched and refreshed skin and seeds removed flesh roughly chopped 25g/1oz pitted black olives chopped ¾ tbsp light brown sugar salt and freshly ground black pepper 1½ tsp paprika 1 free-range egg yolk only
http://www.bbc.co.uk/food/recipes/marmitako_46210	N	150ml/5fl oz extra virgin olive oil 50ml/2fl oz Moscatel vinegar 1 shallot very finely chopped small bunch of chives finely chopped 3 sweet Basque piquillo peppers (from a jar) cut into strips 2 heads of Little Gem leaves only salt and freshly ground black pepperhead and bones of the bonito(see below) or you can use hake or cod head and bones (you can get these from the fishmonger) 2 tbsp olive oil 1 leek roughly chopped 1 carrot roughly chopped 1 clove garlic very finely chopped 1 onion roughly chopped 1 bay leaf1 tbsp olive oil 2 garliccloves crushed 1 onion very finely chopped 1 large Italian red pepper(around 200g/7oz) very finely chopped 200g/7oz padron pepper very finely chopped 1 red chilli finely chopped with seeds removed 5-6 ripe plum tomatoes grated to make a sauce 2 dried choriceros peppers soaked in water. Butterfly the peppersand scrape the paste from the inside with a spoon leaving the skin (if you can’t get the peppersyou can buy the paste) 200ml/7fl oz Txakoli (a Basque wine) or other dry slightly sparkling white wine 1kg/2lb 4oz potatoes peeled cut into chunks the same size as the fish 1 bay leaf 75ml/2½fl oz extra virgin olive oil 2kg/4lb 8oz bonito(if you can’t get hold of one use 1kg/2lb 4oz of fresh tuna) cut into large chunks bunch of parsley roughly chopped
http://www.bbc.co.uk/food/recipes/patatabravas_81525	V	
http://www.bbc.co.uk/food/recipes/roastedcodwithmedite_93876	N	3 tsp saffron strands (or substitute ground turmeric) 3 tsp garlicpowder 3 tsp smoked paprika 1½ tsp cracked black pepper2 tbsp olive oil 2 Toulouse sausages or other good quality pork sausages 400g/14oz new potatoes boiled until tender peeled and halved 1 garlicclove finely chopped fresh flatleaf parsley(about 1 tbsp when chopped)25g/1oz butter 2 x 150g/10½oz thick codfillets or other fish of your choice such as hoki sea bass herrings sardines halibut or turbot 1 tsp flour6 tbsp balsamic vinegar
http://www.bbc.co.uk/food/recipes/cardamom_pistachio_and_48559	V	butter for greasing ½ tsp green cardamomseeds 4 large free-range eggs 100g/3½oz caster sugar plus extra for dusting 100g/3½oz self-raising flour caster sugar to sprinkle on the baking parchment300ml/10fl oz double cream 1 tbsp caster sugar 1 tsp instant coffee dissolved in 1 tbsp hot water 50g/1¾oz dark chocolate to make flowers 50g/1¾oz unsalted shelled pistachios finely chopped icing sugar to dust
http://www.bbc.co.uk/food/recipes/opentoastedsavourych_86880	V	
http://www.bbc.co.uk/food/recipes/bloodymary_88974	N	
http://www.bbc.co.uk/food/recipes/beeftagliata_87876	N	6 tbsp soy sauce 1 tbsp gingerroot finely chopped 1 red chilli finely chopped 2 garliccloves finely chopped ½ lemon juice only 1 tbsp Thai fish sauce 1 tbsp soft light brown sugar 4 tbsp corianderleaves roughly chopped 4 large handfuls mixed peppery winter leaves (such as rocket Golden Streaks mustard Osaka Purple mustard Treviso chicoryor Variegata del Castelfranco) refreshed in cold water and dried300ml/11fl oz soy sauce 1 red chilli roughly chopped 3 garliccloves roughly chopped 110ml/4fl oz sunflower oil 1.35kg/3lb beeffillet trimmed 1 bunch coriander
http://www.bbc.co.uk/food/recipes/roastbalsamicbeetroo_88337	V	1 bunch baby beetroot(with leaves) scrubbed 25g/1oz butter 2 tbsp olive oil salt and freshly ground black pepper 1 tbsp balsamic vinegar125ml/4fl oz double cream lightly whipped 200g/7oz Greek-style yoghurt 1 garlicclove chopped salt and freshly ground black pepper 1 tbsp chopped fresh chives to garnish
http://www.bbc.co.uk/food/recipes/three-tier_white_23088	N	200g/7oz raspberries 1 tsp icing sugar plus extra for dusting 300ml/10fl oz double cream 50g/1¾oz white chocolate900g/2lb white chocolate broken into pieces 1.2kg/2lb 12oz full-fat cream cheese 6 free-range eggs 450ml/16fl oz soured cream 1 tbsp vanilla extract 450g/1lb fresh raspberries150g/5½oz butter 75g/2½oz dark chocolate 700g/1lb 9oz shortbreadbiscuits
http://www.bbc.co.uk/food/recipes/lemonpancettarosemar_78339	N	2kg/4lb 6oz oven-ready chicken thawed if frozen giblets removed 1 small bunch fresh rosemary 1 small bunch fresh thyme 2 lemons finely zested 80g/3oz pancetta chopped 150g/5¼oz mascarpone salt and freshly ground black pepper 2 onions thickly sliced1 tbsp flour 100ml/3½fl oz white wine 600ml/1pt chicken stock
http://www.bbc.co.uk/food/recipes/roasttomatoopenflanw_86212	V	
http://www.bbc.co.uk/food/recipes/mustard_and_maple_syrup_03280	N	
http://www.bbc.co.uk/food/recipes/bbq_raspberry_24234	N	250g/9oz raspberries 2 tbsp icing sugar450g/1lb granulated sugar 1 tbsp liquid glucose 9 gelatinesheets soaked in 140ml/4¾fl oz water 2 free-range egg whites 1 tsp vanilla extract vegetable oil for greasing 125g/4½ oz raspberries lightly crushed 5-6 tbsp icing sugar 5-6 tbsp corn flour
http://www.bbc.co.uk/food/recipes/raviolioflocallobste_91305	N	400g/14oz blanched lobsterflesh made up of 4 claws and 2 tails 100ml/3½fl oz double cream 100ml/3½fl oz concentrated lobsterconsommé or fish stock 1 tsp finely chopped fresh tarragon 1 free-range egg 1 free-range egg yolk pinch cayenne pepper squeeze lemon juice250g/9oz '00' pastaflour plus extra for dusting 1 free-range egg yolk 3 free-range eggs 2 tbsp water 2 tbsp olive oilknob butter 2 tbsp olive oil lobstershells (from lobsterclaws and tails above) 1 onion peeled chopped 1 carrot chopped 2 cloves garlic peeled and left whole 1 tbsp tomato purée 75ml/2½fl oz brandy 500ml/18fl oz chicken stock 150ml/5½fl oz double cream
http://www.bbc.co.uk/food/recipes/rhubarbcrumblewithsw_82709	V	2 stem ginger biscuits crushed25g/1oz mascarponecheese 30ml/1oz double cream whipped 2 tbsp icing sugar2 stalks rhubarb chopped 2 tbsp caster sugar 1 vanilla pod seeds only 2 tbsp hot water ½ orange zest only
http://www.bbc.co.uk/food/recipes/butterfly_buns_with_44368	N	250g/9oz double cream whipped 100ml/3½fl oz lemon curd icing sugar for dusting175g/6oz butter 175g/6oz caster sugar 1 tsp vanilla essence 4 free-range eggs 1 tsp baking powder 175g/6oz plain flour
http://www.bbc.co.uk/food/recipes/lapsang_souchong_50355	V	230g/8¼oz unsalted butter at room temperature 120ml/4fl oz semi-skimmed milk 2 tsp good quality vanilla extract 500g/1lb 2oz icing sugar 3 tbsp whisky plus extra to taste 100g/3½oz dark chocolate finely grated to decorate250ml/9fl oz semi-skimmed or skimmed milk 8 Lapsang Souchong teabags 220g/8oz unsalted butter 450g/1lb granulated sugar 2 large free-range eggs 250g/9oz self-raising flour 240g/8½oz plain flour
http://www.bbc.co.uk/food/recipes/manchegoandsagepolen_85209	V	50g/1¾oz butter 3 fresh sageleaves250g/9oz quick-cook polenta 150ml/¼ pint hot vegetable stock 75g/3oz Manchegocheese grated 25g/1oz butter 3 fresh sageleaves chopped salt and freshly ground black pepper
http://www.bbc.co.uk/food/recipes/quickvegetablecurry_92583	V	
http://www.bbc.co.uk/food/recipes/bulgur_wheat_salad_with_65322	V	
http://www.bbc.co.uk/food/recipes/roast_chicken_with_morel_43792	N	20g/1oz dried morel mushrooms soaked overnight in 500ml/18fl oz whole milk 35g/1¼oz butter 1 tbsp plain flour 100ml/3½fl oz dry white wine 100ml/3½fl oz double cream1 chicken about 1.5kg/3lb 5oz 55g/2oz butter or 2 tbsp olive or sunflower oil salt and freshly ground black pepper 3–4 smoked baconrashers (optional)
http://www.bbc.co.uk/food/recipes/mussels_with_sparkling_09137	N	
http://www.bbc.co.uk/food/recipes/chilli_and_garlic_razor_95428	N	
http://www.bbc.co.uk/food/recipes/salamitarts_73333	N	
http://www.bbc.co.uk/food/recipes/cheeseandpotatopasty_84404	V	225g/8oz plain flour 100g/3½oz butter 1 free-range egg salt and freshly ground black pepper 80g/3oz walnuts crushed finely milk to bind (if necessary)400g/14oz new potatoes cut into cubes and boiled until tender 400g/14oz smoked cheese cut into cubes handful baby spinach 2 red onions cut into wedges roasted for 30 minutes salt and freshly ground black pepper 1 free-range egg beaten for egg wash1 tbsp olive oil 1 onion sliced 1 garlicclove finely sliced 1 chilli finely chopped thumb-sized piece fresh ginger sliced into matchsticks 450g/1lb carrots grated splash green gingerwine 150g/5oz demerara sugar 150ml/5fl oz white wine vinegar 1 tsp ground cloves 1 tsp ground cinnamon
http://www.bbc.co.uk/food/recipes/dd_82134	V	
http://www.bbc.co.uk/food/recipes/passionfruitfool_74615	V	
http://www.bbc.co.uk/food/recipes/black_bean_and_smoke_29105	V	
http://www.bbc.co.uk/food/recipes/prosciutto_mozzarella_87370	N	450g/1lb strong white flour plus extra for dusting 50g/1oz semolina 1 x 7g/¾oz sachet of fast-action dried yeast 2 tsp flaked sea salt 2 tbsp olive oil plus extra for greasing 325ml/11fl oz warm water2 tbsp olive oil 1 small onion finely chopped 2 cloves garlic crushed 400g/14oz can chopped tomatoes ½ tsp dried oregano 1 tsp caster sugar 8 slices of prosciutto 125g/4½oz mozzarella large handful fresh basilleaves flaked sea salt freshly ground black peppergood olive oil and balsamic vinegar
http://www.bbc.co.uk/food/recipes/devilledkidneysontoa_85068	N	1 tbsp butter 4 lambs' kidneys trimmed and cut into chunks 1 tsp Worcestershire sauce 2 tsp tomato purée 2 tsp lemon juice 1 tsp English mustardpowder pinch cayenne pepper salt and freshly ground black pepper
http://www.bbc.co.uk/food/recipes/pineappletraybake_76326	V	
http://www.bbc.co.uk/food/recipes/chestnutandpearmille_92786	V	200g/7oz caster sugar 400ml/14fl oz double cream500g/1lb 2oz all-butter puff pastry rolled out onto a lightly dusted work surface to a thickness of 3mm cut into 12 rectangles 16cm x 8cm/6in x 3in 2 small pears peeled cores removed cut into thin slices lengthways 3 tbsp icing sugar plus extra for dusting 110ml/4fl oz double cream 1 tbsp dark rum 250g/9oz canned sweetened chestnutpurée 110g/4oz cooked chestnuts finely chopped
http://www.bbc.co.uk/food/recipes/lambcurry_77792	N	100g/3½oz lamb cubed 1 tbsp oil ½ tsp cardamompods crushed ½ tsp medium curry powder ½ tsp dried cumin ½ tsp coriander seeds crushed 2 garliccloves crushed ½ tsp dried turmeric 300ml/10½fl oz beef or vegetable stock1 chilli chopped 75g/2½ oz Greek-style yoghurt
http://www.bbc.co.uk/food/recipes/chickenstuffedwithst_86015	N	200g/7oz sweet potato peeled cut into cubes 55g/2oz butter1 tbsp olive oil 1tbsp oz butter ½ onion chopped 1 garlicclove chopped 3 tbsp white wine 5 tbsp double cream 85g/3oz Stilton 1 tbsp chopped fresh chervil plus an extra sprig to garnish1 chicken breast 55g/2oz Stilton salt and freshly ground black pepper 1 tbsp butter 2 tsp olive oil
http://www.bbc.co.uk/food/recipes/butterscotchoranges_88000	V	
http://www.bbc.co.uk/food/recipes/smokedfriedchickenwi_84816	N	1 tbsp olive oil 1 tbsp sesame oil 1 tbsp clear honey 1 tsp Tabascosauce pinch chilliflakes 1 spring onion finely sliced100g/3½oz cornflour 50ml/2fl oz sparkling mineral water 100g/3½oz cooked smoked chicken sliced 500ml/18fl oz vegetable oil salt and freshly ground black pepper
http://www.bbc.co.uk/food/recipes/splendidly_spicy_beef_28887	N	1 tbsp sunflower oilor rapeseed oil plus extra for brushing 1 large onion finely chopped 2cm/¾in piece fresh root ginger very finely chopped or ground to a paste 2 garliccloves very finely chopped or ground to a paste 1-2 green bird's-eye chillies seeds removed very finely chopped 800g/1lb 14oz lean beef mince pinch salt 2 tsp ground cumin 3 tsp ground coriander ½ tsp ground turmeric(optional) 1-2 tsp mild chilli powder to taste 2 tbsp chopped fresh coriander1kg/2lb 4oz potatoes unpeeled cut into wedges 1 tbsp rapeseed oil or vegetable oil 2 tsp ground cumin 2 tsp mild red chilli powder 1 tsp freshly ground white pepper 2 tsp salt 1 heaped tsp mango powder (optional)
http://www.bbc.co.uk/food/recipes/classic_chocolate_clair_21075	V	
http://www.bbc.co.uk/food/recipes/parkin_08211	V	
http://www.bbc.co.uk/food/recipes/mussels_rockefeller_21768	N	200g/7oz spinach 10g/¼oz fresh parsleyleaves chopped 2 sprigs fresh tarragon leaves only 2-3 drops Tabasco30g/1oz butter 2 small shallots finely chopped 1 celerystick peeled and chopped 1kg/2lb 4oz mussels cleaned and de-bearded 30ml/1fl oz pastis 200ml/7fl oz dry sherry
http://www.bbc.co.uk/food/recipes/seabasstempurawithac_79108	N	400ml/14fl oz vegetable oil for deep-frying 2 free-range eggs 150g/5½oz self-raising flour splash carbonated water 1 seabass fillet chopped into thick chunks
http://www.bbc.co.uk/food/recipes/thaistylefishcakeswi_84532	N	½ red chill seeds removed roughly chopped 1 garlicclove roughly chopped 5 tbsp fresh corianderleaves 2 tbsp cashewnuts 100g/3½oz salmonfillet plain flour for dusting 2-3 tbsp sesame oil150ml/5fl oz vegetable oil 55g/2oz thin rice noodles 100g/3½oz mangetout chopped in half lengthways ½ red chilli seeds removed and finely chopped ½ garlicclove finely chopped 1 handful fresh mintleaves roughly chopped 1 handful fresh coriander roughly chopped
http://www.bbc.co.uk/food/recipes/twicestuffedchicken_92270	N	
http://www.bbc.co.uk/food/recipes/rhubarbcompotewithgr_86943	V	30g/1oz butter 2 tbsp brown sugar 2 stalks rhubarb chopped 2 oranges juice only
http://www.bbc.co.uk/food/recipes/teriyakichickenonabe_66005	N	
http://www.bbc.co.uk/food/recipes/spicyrunnerbeansalad_88933	N	55g/2oz whole blanched almonds 2 tbsp olive oil ½ onion sliced ½ tsp chilliflakes 150g/5½oz runner beans sliced 50ml/2fl oz white wine 3 king prawns butterflied 1 tbsp honey ½ lemon juice only
http://www.bbc.co.uk/food/recipes/classicmoulesmarinie_90477	N	
http://www.bbc.co.uk/food/recipes/countryhamomelettewi_87772	N	1 tbsp olive oil ½ red onion chopped 3 plums stones removed roughly chopped 2 tbsp brown sugar 1 tbsp clear honey 2 tbsp red wine vinegar 1 lime juice only15g/½oz butter 3 large free-range egg beaten 2 slices ham chopped salt and freshly ground black pepper 2 tbsp chopped fresh parsley
http://www.bbc.co.uk/food/recipes/christmasbubbleandsq_84976	N	25g/1oz butter 1 tbsp olive oil 100g/3½oz cranberries 2 tbsp brown sugar ½ orange juice and zest100g/3½oz turkeyslices 100g/3½oz cooked Brussels sprouts 1 free-range egg beaten salt and freshly ground black pepper 50g/1½oz plain flour 25g/1oz unsalted butter 1 tbsp olive oil1 tbsp white wine vinegar 2 free-range eggs salt and freshly ground black pepper
http://www.bbc.co.uk/food/recipes/marinated_ribs_with_55287	N	1 ripe avocado flesh chopped ½ green chilli finely chopped ½ red onion very finely chopped lime juice to taste 2 tbsp chopped coriander2 corn on the cobs left whole but husks removed 4 tomatillos finely chopped 1 garlicclove finely chopped 2 tbsp finely chopped coriander 2 tbsp white wine vinegar pinch sugar pinch salt4 beef ribs cut widthways to 1cm/½in thickness 1 bunch of coriander stalks and leaves finely chopped 4 limes juice only 2 banana shallots chopped 4 tbsp olive or avocado oil 1-2 tsp ground cumin ½ tsp ground coriander 3 garliccloves chopped 1 jalapeño chilli chopped6 corn tortillas 2 tbsp vegetable oil
http://www.bbc.co.uk/food/recipes/cullohillrhubarbpie_11635	V	225g/8oz butter 55g/2oz caster sugar 2 eggs preferably free range 340g/12oz white flour preferably unbleached750g/1½lb red rhubarb sliced about 1cm/½in thick 250g/9oz - 400g/14oz sugarcaster sugarfor sprinkling softly whipped cream barbados sugar
http://www.bbc.co.uk/food/recipes/gateaualacrme_93878	V	1 free-range egg yolks preferably organic 2 tsp caster sugar 10g butter cut into cubes (optional) 1 tbsp nibbed sugar to decorate250g/9 oz strong plain flour preferably organic 3 pinches sea salt 2 tbsp caster sugar 1 x 7g packet dried yeast 3 free-range eggs preferable organic 175g/6 oz unsalted butter cut into small cubes3 free-range egg yolks preferably organic 3 tbsp caster sugar 1 lemon juice and zest 125ml/4fl oz crème fraîche
http://www.bbc.co.uk/food/recipes/raspberry_plate_posset_06209	N	50ml/2fl oz milk 25g/1oz unsalted butter 50g/1¾oz short-grain rice 30g/1oz caster sugar 1 vanilla pod seeds removed 75ml/2½fl oz double cream ½ leaf gelatine soaked in a bowl of water 100g/3½oz raspberries2 free-range egg whites 85g/3oz plain flour 100g/3½oz caster sugar150g/5½oz unsalted butter diced 250g/9oz plain flour small pinch salt 80g/3oz caster sugar 1 egg plus 1 egg yolk100g/3½oz sugar 1 lime juice only 100g/3½oz rhubarb chopped500ml/18fl oz double cream 125g/4½oz sugar 3 lemons juice only 80g/3oz raspberries ¼ leaf gelatine soaked in water
http://www.bbc.co.uk/food/recipes/chickenstock_1294	N	
http://www.bbc.co.uk/food/recipes/_fillet_of_beef_82682	N	50g/2oz butter 50g/2oz onion chopped 250g/9oz long-grain rice 500ml/18floz hot chicken stock 1 bay leaf salt and freshly ground black pepper450g/1lb tail end beeffillet cut into long strips 1 tsp hot paprika 2 tsp sweet paprika 2 tbsp vegetable oil 30g/1oz butter 2 shallots finely chopped 115g/4oz button mushrooms sliced 1 tsp tomato purée 50ml/2fl oz white wine vinegar 75ml/2½fl oz white wine 200ml/7fl oz double cream 115g/4oz dill pickle julienned 125ml/4floz sour cream 1 tbsp flat leaf parsley finely chopped 1 pinch sweet paprika
http://www.bbc.co.uk/food/recipes/asparaguscappuccinos_87220	V	
http://www.bbc.co.uk/food/recipes/griddledfilletofbeef_85373	N	25g/1oz blue cheese crumbled 1 tbsp butter softened small handful fresh herbs such as chervil chives parsleyand sage leaves only finely chopped 1 tsp Dijon mustard1 x 100g/3½oz piece beeffillet 1 tbsp olive oil salt and freshly ground black pepper1 tsp olive oil knob of butter ¼ savoy cabbage roughly chopped 1 Portabello mushroom quartered
http://www.bbc.co.uk/food/recipes/courgetteandcarrotsa_89168	V	2 courgettes cut into ribbons using a vegetable peeler 2 tsp vegetable oil salt freshly ground black pepper4 plumtomatoes ½ cucumber 2 spring onions finely chopped 1 Cos lettuce shredded 1 tbsp sunflower seeds100ml/3½fl oz extra virgin olive oil 2 lemons juice only 2 tsp truffle oil150ml/5fl oz water 2 tbsp clear honey 2 carrots sliced
http://www.bbc.co.uk/food/recipes/galaktoboureko_with_27774	V	100g/3½oz unsalted butter melted plus extra for greasing 3 free-range eggs separated 125g/4½oz golden caster sugar ½ tsp vanilla extract 90g/3¼oz semolina 1 litre/1¾ pint full-fat milk warmed 7 sheets filo pastry3 oranges 440g/15½oz caster sugar 2 tbsp lemon juice
http://www.bbc.co.uk/food/recipes/trioofcremebruleeswi_86159	V	75g/2½oz caster sugar 5 free-range egg yolks 250ml/10½fl oz milk 250ml/10½fl oz double cream 40g/1½oz dark chocolate finely chopped ½ lemon zest and juice only 1 small bunch mintleaves picked and roughly chopped ¼ tsp peppermint essence plus a few drops extra 4 tbsp demerara sugar250g/10½oz ready-made puff pastry 2 tsp caster sugar ½ tsp freshly grated nutmeg4 sprigs fresh mint 4 twists lemonpeel 4 shards dark chocolate
http://www.bbc.co.uk/food/recipes/prawn_and_tamarind_curry_30910	N	1 seedless dried tamarind(about the size of a walnut) 1 tbsp rapeseed oil 1 tsp black mustard seeds 1 tsp fenugreekseeds 2 shallots chopped 2 green chillies finely chopped 1 tbsp chopped fresh ginger peeled 15–20 curry leaves 20–24 medium prawns head and shell removed deveined ½ tsp palm sugar(optional) also known as jaggery 100ml/3½fl oz warm fish stockor water (optional) salt2 garliccloves chopped 1 cinnamonstick (approximately 5cm/2in) 2 cloves ½ tsp fennel seeds 1 small dried red chilli 2 tsp ground coriander 1 tsp ground turmeric ¼ tsp black peppersteamed basmati rice
http://www.bbc.co.uk/food/recipes/custard_slice_58534	V	200g/7oz icing sugar 5 tsp water 50g/2oz dark chocolate melted225g/8oz plain flour plus extra for dusting ½ tsp salt 200g/7oz butter chilled and cut into 1cm/½in cubes 140-160ml/5-5½fl oz water500ml/18fl oz milk 1 vanilla pod split down the middle and seeds scraped out 100g/3½oz caster sugar 4 free-range eggs yolks only 40g/1½oz cornflour 40g/1½oz butter
http://www.bbc.co.uk/food/recipes/skinny_lemon_cupcakes_15650	V	200g/7oz self-raising flour 1 tsp bicarbonate of soda 75g/3oz golden caster sugar 100g/3½oz blueberries 1 unwaxed lemon zest finely grated 2 free-range eggs 150ml/¼ pint low-fat natural yoghurt 2 tbsp semi-skimmed milk 50ml/2fl oz sunflower oil
http://www.bbc.co.uk/food/recipes/dark_chocolate_gelato_74292	V	
http://www.bbc.co.uk/food/recipes/tuna_tartare_with_chilli_29432	N	
http://www.bbc.co.uk/food/recipes/baked_alaska_with_hot_20041	V	3 free-range egg whites 200g/7oz caster sugar pinch cream of tartar200ml/7fl oz double cream 200g/7oz dark chocolate in drops or chopped into pieces 1–2 tbsp rum or brandy(optional)1 litre/1¾ pints vanilla coffee or chocolate ice cream 50g/1¾oz dark chocolate in drops or broken into pieces 125g/4½oz butter softened plus extra for greasing 125g/4½oz caster sugar 2 free-range eggs beaten 125g/4½oz self-raising flour sifted
http://www.bbc.co.uk/food/recipes/lambwithherbcrust_7598	N	4 lambcutlets
http://www.bbc.co.uk/food/recipes/mango_and_passion_fruit_29092	V	4 free-range egg whites 125g/4oz caster sugar 125g/4oz icing sugar sifted1 x 425g/15oz tin sliced mango drained (juice discarded) 1 lime finely grated zest only 2 passion fruit pulp scooped out
http://www.bbc.co.uk/food/recipes/chicken_and_chorizo_26918	N	150g/5½oz unsalted butter 300g/10½oz plain flour large pinch salt 1 free-range egg lightly beaten beaten egg to finish4 chicken thighs on the bone and skin on 1 tbsp olive oil 1 onion finely chopped 1 garlicclove crushed 100g/3½oz British-style chorizo finely diced ½ tsp cuminseeds 50g/1¾oz raisins salt and pepper
http://www.bbc.co.uk/food/recipes/all-purpose_easy_butter_03274	V	
http://www.bbc.co.uk/food/recipes/squid_with_black_bean_47614	N	2 free-range egg yolks ½ tsp sea salt pinch white pepper 2 tsp rice wine vinegar 4 tsp ready-made chilli and garlic sauce 2 tsp yuzu juice to taste (available from some supermarkets and Asian grocers or specialist online retailers) 200ml/7fl oz vegetable oil450g/1lb squid cleaned cut and scored 1 tbsp Shaoxing rice wine or dry sherry 1 tbsp light soy sauce 2 tsp sesame oil 1 tsp cornflour 2 tbsp vegetable oil 1½ tbsp cooked black beans rinsed and coarsely chopped 2 garliccloves 2 spring onions chopped 2 shallots finely chopped 1 tbsp light soy sauce 1 tsp sugar 1 tbsp chicken stock 1 tbsp sesame oil 2 spring onions sliced into thin strips to garnish 1 red chilli sliced into thin strips to garnishvegetable oil for deep-frying 75g/2½oz plain flour 4 medium squid cleaned quills and beaks removed sliced into 1cm/½in rings 2 free-range eggs 75g/2½oz Japanese panko breadcrumbs4 spring onions chopped 2 tbsp fresh mint 2 tbsp fresh coriander 1 red chilli sliced 2 limes juiced 4 tbsp coriander cress salt and freshly ground black pepper
http://www.bbc.co.uk/food/recipes/chilliandchocolatefu_89932	V	450g/1lb dark chocolate minimum 70 per cent cocoa solids 200g/7oz unsalted butter plus extra for greasing 10 free-range eggs 3 tbsp soured cream 300g/10½oz caster sugar 1 vanilla pod split seeds scraped out 200g/7oz plain flour 1 tsp ground cinnamon ½ tsp baking powder 2 red chillies seedsremoved finely chopped250ml/9fl oz whipping cream 60g/2oz unsalted butter 100g/3½oz cocoa powder 100g/3½oz caster sugar 100g/3½oz soft dark brown sugar ½ tsp ground cinnamon
http://www.bbc.co.uk/food/recipes/beefoysterandalepie_92453	N	
