Link	Class	Ingredients
http://www.bbc.co.uk/food/recipes/beef_stew_with_fluffy_95002	N	1kg/2lb 4oz silversidebeef cut into large pieces 1 tsp plain flour 2 tbsp vegetable oil 2 onions cut into chunks 3 carrots scrubbed and cut into large pieces 4 sticks celery cut into large pieces 1 tbsp tomato purée 300ml/10½fl oz red wine 500ml/18fl oz beef stock 2 sprigs fresh parsley 1 bay leaf 3 sprigs fresh thyme 2 garliccloves finely sliced 25g/1oz butter 1 tsp redcurrant jelly200g/7oz plain flour plus extra for dusting 1½ tsp baking powder 100g/3½oz suet shredded 2 tbsp finely chopped flatleaf parsley sea salt and freshly ground black pepper
http://www.bbc.co.uk/food/recipes/chickenliverparfaitw_90184	N	
http://www.bbc.co.uk/food/recipes/chargrilledsteakkeba_88675	N	25g/1oz butter 1 tbsp olive oil ½ onion finely chopped 1 garlicclove chopped 1 tbsp red wine vinegar 1 tsp caster sugar 1 tbsp tomato purée 1 beef tomato seeds removed chopped salt and freshly ground black pepper 1 tbsp chopped fresh parsley 1 tbsp chopped fresh chives200g/7oz rumpsteak cut into large cubes salt and freshly ground black pepper 2 tbsp olive oil
http://www.bbc.co.uk/food/recipes/asian_spice_crackers_17679	N	
http://www.bbc.co.uk/food/recipes/butternutsquashandgi_84302	V	140g/5oz butternut squash peeled and chopped pinch dried ground ginger 110g/4oz butter 110g/4oz plain flour 110g/4oz caster sugar 2 free-range eggs 1 tbsp baking powder 1 tbsp clear honey142ml/5fl oz double cream 30g/1oz caster sugar ½ orange peeled and segmented
http://www.bbc.co.uk/food/recipes/arancini_with_deep-fried_05270	N	
http://www.bbc.co.uk/food/recipes/tamarind-marinated_90215	N	
http://www.bbc.co.uk/food/recipes/goats_cheese_and_mixed_95623	N	2 courgettes sliced lengthways 1 yellow courgette sliced lengthways 2 tbsp olive oil 2 chicken breasts cooked and cut into strips 1 large red onion sliced 100g/3½oz sundried tomatoes 1 large round loaf of bread 23cm/9in wide 200g/7oz goats’ cheese sliced 3 plum tomatoes thinly sliced handful of basilleaves2 bunches rocket 2 Little Gem lettuce leaves separated 50g/1¾oz pecorinocheese shavings 100g/3½oz black pitted olives 3 tbsp olive oil 1 tbsp sherry vinegar60g/2¼oz basilleaves 50g/1¾oz toasted pine nuts 50g/1¾oz parmesan grated 2 garliccloves chopped 75-125ml/2½-4fl oz extra virgin olive oil
http://www.bbc.co.uk/food/recipes/cornchowder_84186	V	
http://www.bbc.co.uk/food/recipes/microwave_chilli_con_83522	N	
http://www.bbc.co.uk/food/recipes/vanillapannacotta_87907	N	175g/6oz sugar 175ml/6fl oz water splash cherry liqueur 350g/12oz raspberries3 gelatineleaves 250ml/9fl oz milk 250ml/9fl oz double cream 1 vanilla pod split lengthways seeds scraped out 25g/1oz sugar4 sprigs fresh mint icing sugar to dust
http://www.bbc.co.uk/food/recipes/heritage_tomato_tart_49741	V	300g/10½oz heritage tomatoes 1 red onion thickly sliced 2 heads Romaine lettuce roots removed cut into thick slices 4 tbsp vegetable oil 1 tbsp white wine vinegar 1 tbsp Dijon mustard 1 egg yolk400g/14oz ready-made all-butter puff pastry plain flour for dusting 1 free-range egg yolk beaten 200g/7oz Gruyère grated 400g/14oz mixed heritage tomatoes thickly sliced 4 sprigs fresh thyme leaves only 1 tbsp rapeseed oil salt and freshly ground black pepper
http://www.bbc.co.uk/food/recipes/gingerfriedrice_90107	V	
http://www.bbc.co.uk/food/recipes/breadandbutterpuddin_76853	V	125ml/4½fl oz double cream splash of milk 1 vanilla pod split 2 pieces of orangerind 6 egg yolks 110g/4oz caster sugar 4-6 slices of brioche handful of grapes 55g/2oz caster sugar 30g/1oz butter squeeze of orange juice
http://www.bbc.co.uk/food/recipes/mackerelrollswithroc_81705	N	1 mackerelfillet cut in half salt and freshly ground black pepper 1 tbsp olive oil 1 slice ciabatta griddled1 bunch rocket 2 tsp sesame seeds 1 tbsp olive oil 2 tsp red wine vinegar salt and freshly ground black pepper
http://www.bbc.co.uk/food/recipes/cheeseandspinachmash_90409	V	
http://www.bbc.co.uk/food/recipes/goatscheeseandsunblu_84043	V	
http://www.bbc.co.uk/food/recipes/brandysnapbasketswit_70818	V	
http://www.bbc.co.uk/food/recipes/darkchocolatetartwit_89320	V	butter for greasing flour for dusting 375g/13oz ready-made sweet pastry 400g/14oz dark chocolate 85 per cent cocoa solids roughly chopped 250ml/9fl oz double cream 2 free-range egg yolks beaten450g/1lb granulated sugar 1 lemon juice only 550ml/19½fl oz water 75g/3oz cornflour 1 tsp cream of tartar 3 tbsp rosewater 3 tbsp icing sugar plus extra for dusting 110g/4oz dark chocolate 85 per cent cocoa solids meltedvanilla ice cream
http://www.bbc.co.uk/food/recipes/rabbitwithgarlicandr_67841	N	1 rabbit chopped into medium-sized chunks on the bone or use ready prepared boneless chunks of rabbit salt and freshly ground black pepper plain flour for dusting 150ml/5fl oz extra virgin olive oil 1 garlicbulb cloves separated and kept whole with skin on large bunch rosemary broken in half 150ml/5fl oz white wine
http://www.bbc.co.uk/food/recipes/shami_kebabs_34462	N	90g/3¼oz chana dal (Bengal gram or split yellow peas) soaked in cold water for about an hour 2 medium onions roughly chopped 8 garliccloves peeled 60g/2¼oz fresh root ginger roughly chopped 2 tbsp gheeor vegetable oil 500g/1lb 2oz lamb mince 1 tsp salt 3 fresh green chillies roughly chopped with seeds handful corianderleaves chopped 1 tsp garam masala ½ tsp Kashmiri chilli powder ½ tsp black cumin(shahi zeera) or regular cuminseeds 1 lime juice only 1 free-range egg lightly beaten about 2 tbsp plain flour to bind vegetable oil for shallow-frying1 medium red onion finely chopped 1 lime juice only 1 fresh green chilli finely chopped without seeds handful mintleaves finely shredded ¼ tsp sugar ¼ tsp salt
http://www.bbc.co.uk/food/recipes/meringue_baked_alaska_38214	N	50ml/2floz water 50g/1¾oz caster sugar 200ml/7fl oz passion fruitpurée ½ tsp arrowroot 2 passion fruit halved3 medium egg whites 90g/3¾oz caster sugar 90g/3¾oz icing sugar sieved 1 large sponge flan case cut in half widthways to about 5mm/¼in thick 4 tbsp passion fruitliqueur 500ml/18 fl oz vanilla ice cream
http://www.bbc.co.uk/food/recipes/ricepudding_84767	V	
http://www.bbc.co.uk/food/recipes/golden_dough_balls_with_70562	V	
http://www.bbc.co.uk/food/recipes/lasagne_22392	N	olive oil 1 onion finely chopped 1 carrot chopped 2 sticks celery chopped 1 bay leaf 3 garliccloves crushed 500g/1lb 2oz beef mince 2 tbsp tomato purée 125ml/4fl oz red wine 1 x 400g/14oz tin chopped tomatoes 400-500ml/14-18fl oz beef stock sea salt and freshly ground black pepper75g/2½oz unsalted butter 75g/2½oz plain flour 1 litre/1¾ pint full-fat milk ¼ tsp freshly grated nutmeg250-300g/9-10½oz dried lasagne sheetsthat don’t require soaking 150g/5½oz parmesan to serve extra virgin olive oil for drizzling
http://www.bbc.co.uk/food/recipes/cosmopolitan_08531	N	
http://www.bbc.co.uk/food/recipes/cheddarsausageandroa_86802	N	
http://www.bbc.co.uk/food/recipes/whole_roasted_masala_77631	N	4 tbsp lemon juice 2 tbsp peeled finely chopped root ginger 2 tbsp finely chopped or crushed garlic 3 hot green chillies finely chopped ½ tsp salt 1 tsp ground coriander 1 tsp garam masala2 tbsp olive or sunflower oil 5 medium potatoes peeled halved lengthways and cut into 5x4cm/2x1½in chunks ½ tsp of salt ¾ tsp freshly ground black pepper 1 tsp ground coriander 1 tsp ground cumin ½ tsp turmeric 1 tsp Kashmiri (mild) chilli powder1.75kg (3lb 14oz) whole chicken skin removed ½ tsp chilli powder ½ tsp freshly ground black pepper
http://www.bbc.co.uk/food/recipes/tea_time_scones_77839	V	
http://www.bbc.co.uk/food/recipes/realpropercustard_65614	V	
http://www.bbc.co.uk/food/recipes/haddockcevichewithcr_92452	N	200g/7oz undyed smoked haddockfillet skin removed 25ml/1fl oz lime juice 25ml/1fl oz olive oil ½ tsp pink peppercorns crushed 2 tsp chopped fresh dill1 ciabatta sliced into 3-5mm thick slices 2 tbsp olive oil 2 sprigs fresh thyme leaves only200g/7oz cooked white crabmeat 75g/3oz celeriac peeled finely chopped ½ Granny Smith apple skin on core removed finely chopped 75g/3oz ready-made mayonnaise 30g/1½oz crème fraîche 1 lemon juice only 1 tsp chopped fresh parsley 2 punnets micro greens
http://www.bbc.co.uk/food/recipes/theperfectcuppa_67502	V	
http://www.bbc.co.uk/food/recipes/tomatoandbasilsaladw_84313	N	handful fresh basilleaves 4 cherry tomatoes cut in half salt and freshly ground black pepper2 tbsp olive oil frac12; onion 1 clove garlic 4 cherry tomatoes chopped 1 tbsp fresh chives chopped salt and freshly ground black pepper1 tbsp olive oil 2 slices prosciutto
http://www.bbc.co.uk/food/recipes/ovenfriedchillichick_86437	N	large knob fresh ginger peeled and roughly chopped 2-3 garliccloves peeled and finely chopped 2-4 green chillies cut in half with the stalk seedsand membranes removed 1 tsp salt or to taste 1 tsp garam masala 1 tbsp lemon juice 2 tbsp oil800g/1lb 12oz chickenpieces skinned and pricked all over with a fork 3 tbsp vegetable oil ¼ tsp salt ¼ tsp freshly ground black pepper ½ tsp ground cumin 4 slices white bread processed to crumbs in a food processor 1-2 large free-range eggs beaten 1 lemon to serve
http://www.bbc.co.uk/food/recipes/thaispicedburgers_70173	N	
http://www.bbc.co.uk/food/recipes/salamiandroastedpepp_79157	N	4 tbsp tomato purée handful cherry tomatoes cut in half 1 garlicclove chopped 1 tbsp olive oil 1 roasted pepper(from jar) chopped 4 cooked baby salami sausages cut in half lengthways 55g/2oz halloumil cheese grated150g self-raising flour 55g/2oz Greek yoghurt 2 tbsp water salt and freshly ground black pepper
http://www.bbc.co.uk/food/recipes/panfriedpolentawithf_84152	N	2 tbsp olive oil 3 spring onions chopped 1 garlicclove crushed 140g/5oz cherry tomatoes halved 3 fresh basilleaves chopped 1 slice prosciutto chopped 40g/1½oz mozzarellachopped 2 large handfuls spinach250ml/10fl oz vegetable oil 200g/7oz polenta cooked according to packet instructions
http://www.bbc.co.uk/food/recipes/asianstylecrabcakesw_87709	N	30g/1oz fresh breadcrumbs 55g/2oz crabmeat 1 tbsp chopped fresh chives 1 chilli deseeded and chopped 1 free-range egg beaten 2 tbsp chopped fresh coriander 2 tbsp vegetable oil½ mango peeled and chopped 1 lime zestand juice 1 red chilli deseeded and finely chopped
http://www.bbc.co.uk/food/recipes/spicedchickenwithbal_84147	N	15g/½oz butter 1 tsp honey 2 figs cut in half lengthways splash balsamic vinegar1 tbsp ground cumin 1 tbsp ground coriander pinch dried chilliflakes ½ tbsp crushed black peppercorns 1 chicken breast skin removed cut into slices 1 tbsp oil
http://www.bbc.co.uk/food/recipes/christmasbrothwithch_84924	N	100g/3½oz bread cut onto cubes 1 tbsp olive oil 80g/3oz Stilton½ red onion chopped 1 garlicclove chopped 100g/3½oz lambtrimmings ½ sweet potato finely chopped 2 tbsp port 150ml/5fl oz vegetable stock salt and freshly ground black pepper 1 tbsp chopped fresh parsley
http://www.bbc.co.uk/food/recipes/roast_grouse_with_09214	N	4 rashers smoked bacon 2 fresh grouse 1 tbsp olive oil 4 shallots peeled thinly sliced 1 garlicclove 5 sprigs fresh thyme leaves picked 150g/5oz fresh blackberries 150ml/5fl oz chicken stock preferably homemade 50g/2oz butter1 large celeriac base sliced off green top left on 110g/4oz free-range egg whites(about three medium egg whites) 700g/1lb 8oz table salt 5 sprigs fresh rosemary finely chopped 110ml/4fl oz olive oil sea saltflakes to taste freshly ground black pepper
http://www.bbc.co.uk/food/recipes/salmonencroute_78608	N	
http://www.bbc.co.uk/food/recipes/corned_beef_hash_with_09807	N	
http://www.bbc.co.uk/food/recipes/chervilstuffedroastc_85257	N	2 tbsp sugar 250ml/8¾fl oz good-quality cider 2 tbsp cider vinegar 10ml/4fl oz cold-pressed rapeseed oilor extra virgin olive oil ½ tsp mustard 2 cloves garlic crushed salt and freshly ground black pepper60g/2¼oz butter small bunch fresh chervil roughly chopped small bunch fresh chives roughly chopped salt and freshly ground black pepper3 rashers bacon sliced into lardons1 medium chicken cut in half down the middle 60ml/2¼fl oz chicken stock4 baby turnips shaved into strips with a vegetable peeler crisp leaves such as Little Gem chicory and watercress handful fresh parsleyleaves fresh chives and chervil chopped to serve
http://www.bbc.co.uk/food/recipes/linguineomelettewith_89109	V	
http://www.bbc.co.uk/food/recipes/mozzarellaandmediter_84429	V	1 tbsp olive oil ½ aubergine cut into slices lengthways ½ romero pepper cut into slices lengthways 100g/3½oz mini mozzarellaballs small handful fresh basilleaves chopped small handful fresh parsleyleaves chopped1 tbsp olive oil ½ lemon juice only balsamic vinegar for drizzling (optional)
http://www.bbc.co.uk/food/recipes/seabassincoconutmilk_82081	N	asparaguscress (available from specialist suppliers and online) mustard cress(available from specialist suppliers and online) coriander cress(available from specialist suppliers and online) curry leaf oil (made by infusing curry leavesin hot oil for a day or two)4 small fillets of sea bass each 80-100g (3-3½oz) vegetable oil salt and freshly ground black pepper1 tbsp coconut or vegetable oil ¼ tsp mustard seeds 1 tsp finely chopped fresh ginger 3 cloves garlic sliced into fine strips 2 green chillies slit lengthways 2 onions finely sliced 10 curry leaves 1½ tsp ground turmeric 1 tsp ground coriander ¼ tsp freshly ground black pepper 2 tbsp freshly prepared tamarindextract (made by soaking dried tamarindin water and then passing through sieve) 400ml/14fl oz coconut milk 1½ tsp salt200g/7oz Jersey Royal potatoes peeled 1 tbsp vegetable oil ¼ tsp finely chopped fresh ginger ¼ tsp black gram lentils ¼ tsp mustard seeds 10 curry leaves deep-fried and crushed ½ tsp salt 1 tbsp finely chopped corianderleaves
http://www.bbc.co.uk/food/recipes/peaandpecorinorisott_70243	N	
http://www.bbc.co.uk/food/recipes/onion_and_thyme_tart_25588	V	50g/1¾oz butter 750g/1lb 10oz onions peeled and finely sliced 3 sprigs fresh thyme leaves only 2 free-range eggs beaten 100ml/3½fl oz double cream salt and freshly ground pepper100g/3½oz plain flour plus a little extra for dusting pinch salt 50g/1¾oz cold butter cut into small pieces
http://www.bbc.co.uk/food/recipes/courgetteandparmesan_85380	N	55g/2oz butter 1 onion finely chopped ½ courgette chopped 225g/8oz risotto rice(such as arborio or canaroli) 425ml/¾ pint hot vegetable stock 30g/1oz freshly grated parmesan salt and freshly ground black pepper1 tbsp olive oil 1 garlicclove finely chopped 1 small squid cleaned lightly scored with a sharp knife 1 lemon juice only handful fresh parsley chopped salt and freshly ground black pepper
http://www.bbc.co.uk/food/recipes/easychickenliverpate_87604	N	450g/1lb chicken livers trimmed 200g/7oz butter melted 50ml/2fl oz double cream 1 tbsp Armagnac or brandy coarse sea salt and freshly ground black pepperhandful of dried cranberries 8 fresh bay leaves
http://www.bbc.co.uk/food/recipes/quickhotandsournoodl_89280	N	1 tbsp groundnut oil 2.5cm/1in piece fresh root ginger peeled and thinly sliced 2 handfuls fresh shiitake mushrooms sliced 1 red chilli de-seeded finely chopped 1 tbsp Shaoxing rice wine or dry sherry 700ml/1 pint 5fl oz vegetable stock 220g/8oz canned bamboo shoots drained and rinsed 1 tbsp light soy sauce 1 tbsp dark soy sauce 1 tbsp Chinese black rice vinegar or balsamic vinegar pinch ground white pepper 1 tbsp cornflourmixed with 2 tbsp cold water200g/7oz cooked egg noodles 2 small handfuls beansprouts 8 baby sweetcorn sliced 1 spring onion sliced 100g/3½oz cooked chicken shredded
http://www.bbc.co.uk/food/recipes/balticcrabsalad_88827	N	400g/14oz fresh white crabmeat 1 tbsp finely chopped fresh chervil 1 tbsp finely chopped fresh dill 1 dill cucumber finely chopped 1 tsp baby capers rinsed and drained 2 tbsp celery finely sliced 200g/7oz cooked crayfishtails peeled 4 fresh chervilsprigs 2 duckeggs soft boiled1 free-range egg 125ml/4½oz extra virgin olive oil 1 lemon juice only 75g/3oz fresh brown crabmeat
http://www.bbc.co.uk/food/recipes/freshlybakedbread_92265	V	
http://www.bbc.co.uk/food/recipes/chocolate_mint_cake_53708	V	225g/8oz dark chocolate minimum 70% cocoa solids broken into pieces 175ml/6¼fl oz whipping cream 25g/1oz unsalted butter cut into cubes2 large bunches fresh mintleaves 75g/3oz white chocolate melted 75g/3oz dark chocolate minimum 70% cocoa solids melted170g/6oz unsalted butter softened plus extra for greasing 115g/4¼oz vegetable shortening 300g/10½oz granulated sugar 250g/8¾oz dark brown sugar 3 free-range eggs 1 tbsp vanilla extract 70g/2½oz cocoa powder 300ml/10½fl oz hot water 150ml/5fl oz soured cream 370g/13oz plain flour 2 tsp baking powder 1 tsp bicarbonate of soda ½ tsp salt125g/4½oz sugar 80ml/2¾fl oz water 3 free-range egg whites at room temperature ½ tsp cream of tartar 150g/5fl oz unsalted butter softened ½ tsp pepper mintextract
http://www.bbc.co.uk/food/recipes/cremebruleewithalmon_86596	V	75ml/2½fl whole milk 250ml/9fl oz double cream 1 vanilla pod split and seeds removed 4 free-range egg yolks 50g/2oz caster sugar plus extra for topping25g/1oz butter 25g/1oz sugar 2 tbsp liquid glucose or golden syrup 65g/2½oz almonds skins removed chopped
http://www.bbc.co.uk/food/recipes/gnocchi_with_sausage_68197	N	
http://www.bbc.co.uk/food/recipes/yorkshirepuddingwith_83703	N	250g/10oz plain flour 8 medium free-range eggs salt and freshly ground black pepper 500ml/1 pint full fat milk 100g/4oz beef dripping
http://www.bbc.co.uk/food/recipes/thaispicedwhitingwit_88156	N	2 tsp Thai red curry paste 100g/3½oz whitingfillets dash olive oildash olive oil ½ onion peeled finely chopped 1 garlicclove finely chopped 1 fresh tomato chopped 1 tsp soft brown sugar pinch chilliflakes 2 tsp red wine vinegar salt and freshly ground black pepper 1 tbsp each chopped fresh basil mint and coriander ½ lemon cut into wedges to garnish sprig fresh parsley to garnish
http://www.bbc.co.uk/food/recipes/steamedgingerfishser_79921	N	4 thick white fishfillets with skin such as cod or coley weighing about 115g/4oz each 1 tsp coarse salt thumb-sized piece of fresh ginger finely shredded 1 tbsp grated orangezest 1 tbsp grated lemonzest 2 spring onions halved through the middle and finely shredded 2 tbsp light soy sauce small handful fresh basilleaves shredded 1 tbsp peanut or groundnut oil 1 tbsp olive oil2 large free-range eggs lightly beaten 2 tsp sesame oil 1 tsp salt 2 tbsp groundnut oil enough long grainrice to fill a glass measuring jug to 400ml/14fl oz steamed and cooled completely ¼ tsp freshly ground black pepper 2 tbsp finely chopped spring onions
http://www.bbc.co.uk/food/recipes/rumbutter_70905	V	
http://www.bbc.co.uk/food/recipes/crispfriedkingprawns_91251	N	
http://www.bbc.co.uk/food/recipes/moroccanlambtaginewi_84062	N	4 tbsp olive oil 8 garliccloves peeled and crushed 4 onions peeled and chopped 4 tsp grated fresh ginger 1½ tbsp coriander seeds crushed 3 tsp ground cinnamon sea salt and freshly ground black pepper 3kg/7lb shoulder of lamb boned fat removed and cut into 4cm/1½in cubes 2 tbsp tomato purée 2kg/4½lb ripe tomatoes or 4 X 400g/14oz can tomatoes coarsely chopped 4-5 tbsp honey1 large or 2 small pomegranates 800g/1¾lb couscous 6 tbsp olive oil 2 lemons juice only 1 litre/1¾ pints boiling chicken stockor water sea salt and freshly ground black pepper 4 tbsp chopped fresh mint or coriander1 lime cut into wedges bowl Greek yoghurt
http://www.bbc.co.uk/food/recipes/chestnutandwildmushr_89983	V	
http://www.bbc.co.uk/food/recipes/spicy_chicken_calabrese_32417	N	2 tbsp plain flour salt and freshly ground black pepper 8 chicken thighs 10ml/2 tsp extra virgin olive oil 20g/1oz chopped shallots 100g/3½oz 'nduja (spreadable spicy pork sausage) 6 peppers 2 red 2 yellow 2 green all roughly chopped 100ml/3½fl oz tomato passata 400ml/14fl oz chicken stock 1 large chilli finely chopped small bunch fresh marjoram chopped small bunch fresh chives chopped small bunch fresh parsley chopped1 kg/2lb 4oz King Edwardpotatoes (peeled and cut into chunks) 80ml/5 tbsp extra virgin olive oil salt and freshly ground black pepper
http://www.bbc.co.uk/food/recipes/crabandgingertartwit_83886	N	4 spring onions finely chopped 1 lime juice only 1 red chilli finely chopped 3 tbsp soy sauce 6 tbsp sunflower oil 1 tsp caster sugar450g/1lb ready made shortcrust pastry 10cm/4in piece fresh ginger peeled and roughly chopped 1 large bunch flatleaf parsley 2 tbsp sunflower oil 350g/12oz fresh white crabmeat 2 free-range eggs 2 free-range egg yolks 325ml/11fl oz crème fraîche salt and freshly ground black pepper
http://www.bbc.co.uk/food/recipes/prawntangiers_91867	N	
http://www.bbc.co.uk/food/recipes/chinesebeefwithcashe_89448	N	1 tbsp olive oil 100g/3½oz sirloinsteak freshly ground black pepper 1 tbsp soy sauce 1 tbsp honey 1 red chilli finely sliced ½ lime juice only
http://www.bbc.co.uk/food/recipes/lentil_croquettes_75719	V	100g/3½oz plain flour plus extra for dusting 1 free-range egg beaten 150g/5½oz polenta vegetable oil for frying200g/7oz yoghurt 1 tbsp chopped fresh mint 1 lime juice and zest75g/2¾oz Puy lentils 100g/3½oz cooked mashed sweet potato 1 tbsp dried mixed herbs 25g/1oz breadcrumbs 1 tsp grated nutmeg 1 free-range egg yolk
http://www.bbc.co.uk/food/recipes/basque_beef_with_koji_75586	N	1½ tbsp extra virgin olive oil 1 garlicclove thinly sliced 1 small banana shallot thinly sliced 3 thymesprigs tied together with kitchen string 200g/7oz sweetcorn 1 tbsp unsalted butter 4 tbsp shio koji (available online) 250ml/9fl oz double cream saltand white pepper to taste2 x 250g/9oz Basque sirloinbeef steaks 100g/3½oz shio koji 1 tbsp clarified butter 1 Little Gem lettuce olive oil salt1 clump white enoki mushroom4 baby carrots thinly sliced on a mandoline200g/7oz beeftrim from sirloin steak (see below) 1-2 tbsp vegetable oil 4 large banana shallots sliced ½ garlicclove 1 bay leaf ½ bunch thyme 12 black peppercorns cracked (optional) 1 tbsp fennel seeds 750ml/26fl oz veal or beef stock 750ml/26fl oz red wine
http://www.bbc.co.uk/food/recipes/bblt_belly_brioche_70548	N	20ml/¾fl oz olive oil 1 small red onion finely chopped 2 small garliccloves crushed 1 tsp smoked paprika 1 lemongrassstalk trimmed and finely chopped 2 tsp caster sugar or to taste 1 tsp red wine vinegar 2 tsp fish sauce 1 tsp lime juice 200g/7oz vine-ripened plum tomatoes1-1.5kg/2lb 4oz-3lb 5oz pork belly 1 bulb garlic 1 Spanish onion peeled and halved ½ head celery roughly chopped 20 peppercorns 2 bay leaves small bunch thymeolive oil 4 briocheburger buns halved 4 crisp Little Gem lettuceleaves250ml/9fl oz vegetable oil 125g/4½oz streaky bacon coarsely chopped 1 large egg yolk ½ tsp rice winevinegar ½ tsp Dijon mustard 1 tbsp lemon juice 2 tbsp light soy sauce
http://www.bbc.co.uk/food/recipes/squidtempurawithcitr_85076	N	500ml/18fl oz vegetable oil for deep frying 150g/5½oz self-raising flour sparkling water 100g/3½oz squid cleaned cut into rings sea salt for sprinkling150g/5½oz basmati rice cooked according to packet instructions 1 lime zestand juice large handful fresh coriander chopped vegetable oil for oiling lime wedges and fresh coriander to garnish
http://www.bbc.co.uk/food/recipes/lamb_and_mint_sausages_48512	N	
http://www.bbc.co.uk/food/recipes/roastedwedgesofbutte_86250	V	1 tsp curry powder 30g/1oz butter ½ lemon juice only 2 tbsp double cream 1 tbsp chopped fresh chives to serve1 butternut squash cut into wedges skin left on 2 tbsp olive oil
http://www.bbc.co.uk/food/recipes/mediterraneanstylepa_88356	V	
http://www.bbc.co.uk/food/recipes/brown_trout_with_25845	N	2 tbsp sunflower oil 1 onion peeled and roughly chopped ½ fennelbulb thickly sliced 1 celerystick thickly sliced 1 medium carrot thickly sliced 1 bay leaf small bunch fresh thyme 12 crayfishor large raw prawns shells on 1 heaped tbsp tomato purée 200ml/7fl oz dry white wine 300ml/10fl oz water ½ tsp flaked sea salt 4-5 tbsp double cream 1 tsp sunfower oil 25g/1oz butter4 x 200g/7oz brown trout or sea troutfillets pin-boned skin left on 1 bunch watercress leaves trimmed flaked sea salt and freshly ground black pepper
http://www.bbc.co.uk/food/recipes/blackpepperbeefstirf_92254	N	1 tbsp light soy sauce 2 tbsp dry sherry 2 garliccloves peeled finely chopped 1 tbsp freshly cracked black pepper 1 tbsp cornflour 500g/1lb 2oz beeffillet finely sliced 2 tbsp vegetable oil 2 red peppers seeds removed finely sliced 2 tbsp oyster sauce 1 tbsp dark soy sauce 1 tbsp sesame oil 50-75ml/2-3fl oz water2 tbsp groundnut oil 200g/7oz basmati rice cooked according to packet instructions drained and cooled completely 2 large free-range eggs lightly beaten 2 tsp sesame oil 4 spring onions finely sliced 3 tbsp finely chopped fresh corianderleaves
http://www.bbc.co.uk/food/recipes/acreamycrunchyfruits_92490	V	
http://www.bbc.co.uk/food/recipes/fondant_fancies_88368	V	250g/9oz unsalted butter softened 200g/7oz icing sugar225g/8oz self-raising flour 225g/8oz baking spread or softened butter 225g/8oz caster sugar 1 lemon grated rind only 4 free-range eggs3 tbsp apricot jam 200g/7oz marzipan1 kg/2lb 4oz white fondant icing 150ml/5fl oz water food colouring(any colour) flavouring (any flavouring) 100g/3½oz dark chocolate
http://www.bbc.co.uk/food/recipes/indian_chicken_pie_73681	N	450g/1lb plain flour 100g/3½oz strong white flour 75g/2½oz cold unsalted butter ½ tsp fine salt 100g/3½oz solid vegetable fat (such as Cookeen or Trex) plus extra for greasing 1 egg yolks beaten to glaze2 tbsp coriander seeds 5-6 dried red chillies 4 tbsp sunflower oil 1 tsp fenugreekseeds 2 large white onions sliced 5 garliccloves crushed and chopped 2.5cm/1in fresh root ginger grated 1 tsp red chilli powder 1 tsp ground coriander 800g/1lb 12 oz boneless skinless chicken breasts cut into 2.5cm/1in cubes 1 x 400g/14oz can chopped tomatoes table salt to taste ½ tsp mangopowder 1 tsp garam masala
http://www.bbc.co.uk/food/recipes/monkfishwithsauteedp_85692	N	100ml/3½fl oz red wine 50ml/2fl oz hot vegetable stock 1 tbsp sugar salt and freshly ground black pepperhandful fresh flatleaf parsley handful fresh mint handful fresh basil 2-3 tbsp olive oil 2 tsp Dijon mustard ½ lemon juice only 50g/2oz Camembert chopped to serve2 tbsp olive oil 2 garliccloves lightly crushed 1 slice bread cubed 1 potato cut into cubes 1 monkfishtail bone and membrane removed
http://www.bbc.co.uk/food/recipes/cidercup_86223	V	
http://www.bbc.co.uk/food/recipes/hokiwithpatatasbrava_84674	N	olive oil for roasting 6-8 large baking potatoes peeled cut into 2.5cm/1in cubes salt and freshly ground black pepper 4 garliccloves crushed 2 x 400g/13oz cans chopped tomatoes 2 small red chillies seedsremoved chopped 1 tsp paprika 1 tbsp chopped fresh parsley
http://www.bbc.co.uk/food/recipes/flat_rib_broth_00443	N	
http://www.bbc.co.uk/food/recipes/pork_fillet_with_honey_40401	N	
http://www.bbc.co.uk/food/recipes/pork_loin_with_red_89764	N	40g/1½oz butter 1 large red cabbage sliced 1 head of garlic 750ml/1 pint 7fl oz red wine 200ml/7fl oz port 1 bouquet garni 1 spiced bouquet (cinnamon bark star anise clove) 1kg/2lb 4oz free-range porktenderloin sea salt vegetable oil40g/1½oz butter 8 banana shallots peeled 3 tbsp brown sugar 1 tbsp thymeleaves 100ml/3½fl oz veal stock
http://www.bbc.co.uk/food/recipes/panzanellawithsautee_88820	V	200ml/7fl oz tomato passata 2 tbsp olive oil3 tbsp olive oil 3 slices stale good quality white bread torn into pieces salt and freshly ground black pepper 100g/3½oz new potatoes cooked and thickly sliced 2 tbsp tinned chickpeas rinsed and drained 3 small mushrooms quartered
http://www.bbc.co.uk/food/recipes/citrus_spiced_salmon_69209	N	
